N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth,ACC+
70,absolute_error,13,8.25,9,0.0
130,squared_error,3,6.75,20,-12.62
130,squared_error,5,0.75,3,-12.6
10,squared_error,18,7.75,12,-12.5
170,absolute_error,3,9.5,13,0.0
170,absolute_error,3,10.0,3,-1.68
160,absolute_error,8,6.0,10,0.0
30,poisson,13,9.25,8,-9.75
100,poisson,13,7.75,13,-12.21
70,squared_error,13,5.5,18,-12.97
150,absolute_error,8,8.25,18,-0.65
140,absolute_error,13,9.25,20,-0.7
150,squared_error,15,8.5,8,-11.86
120,squared_error,1,2.0,1,-12.37
100,poisson,4,5.5,8,-11.88
60,poisson,13,9.75,19,-12.5
60,poisson,6,1.25,7,-13.21
120,absolute_error,18,3.0,3,0.0
170,squared_error,7,7.0,7,-12.42
90,poisson,20,4.25,20,-11.9
60,squared_error,4,9.25,10,-12.84
200,absolute_error,14,9.75,18,-0.49
20,absolute_error,1,7.0,3,0.0
160,absolute_error,19,9.5,16,-0.61
10,squared_error,11,0.75,2,-9.86
40,poisson,16,1.5,8,-12.69
180,squared_error,4,2.0,19,-12.5
130,poisson,12,3.75,19,-12.17
90,squared_error,7,4.0,7,-13.23
200,squared_error,20,9.75,15,-12.43
190,absolute_error,14,7.0,10,0.0
30,squared_error,11,8.5,15,-13.57
30,squared_error,20,4.75,18,-13.17
150,squared_error,19,1.75,2,-12.52
170,absolute_error,6,5.0,3,0.0
170,squared_error,6,7.5,14,-12.36
190,absolute_error,18,8.0,5,-1.02
90,absolute_error,12,0.25,19,-1.08
90,poisson,7,1.75,5,-12.87
160,absolute_error,2,4.75,8,-0.61
110,absolute_error,5,6.0,2,0.0
40,squared_error,16,6.75,15,-11.97
70,absolute_error,1,2.5,4,0.0
150,absolute_error,1,2.25,13,-0.65
110,squared_error,8,4.5,3,-12.38
40,squared_error,13,8.0,8,-13.37
200,poisson,15,10.0,19,-12.9
90,squared_error,8,1.25,6,-12.7
10,absolute_error,20,5.0,4,0.0
10,squared_error,1,2.75,2,-12.24
60,absolute_error,16,2.25,6,0.0
90,squared_error,2,5.75,16,-11.4
180,absolute_error,14,2.75,3,-0.55
170,squared_error,17,0.0,18,-12.38
180,squared_error,14,7.0,1,-13.1
20,absolute_error,20,0.5,4,0.0
80,squared_error,2,8.25,8,-12.98
80,absolute_error,4,7.25,2,-1.2
40,absolute_error,12,4.25,20,0.0
150,absolute_error,8,9.0,8,-0.65
200,poisson,6,6.25,13,-12.77
90,squared_error,3,3.5,7,-12.06
30,absolute_error,14,6.5,11,0.0
190,absolute_error,15,3.0,16,0.0
200,absolute_error,10,2.75,16,0.0
180,absolute_error,15,1.25,6,0.0
170,poisson,20,5.75,6,-12.86
110,poisson,16,6.5,10,-12.83
180,poisson,14,7.25,13,-12.56
60,poisson,7,5.75,9,-12.76
140,poisson,9,8.75,17,-11.65
60,absolute_error,14,7.75,10,-1.59
150,squared_error,14,4.5,11,-12.55
30,squared_error,2,4.5,1,-12.76
10,absolute_error,8,4.25,8,0.0
90,poisson,8,8.5,2,-13.09
100,poisson,19,3.25,14,-12.07
60,poisson,9,6.25,18,-13.57
200,squared_error,19,7.75,1,-12.28
50,absolute_error,1,8.5,8,-3.57
60,absolute_error,7,1.0,17,-1.59
180,absolute_error,7,5.75,17,-1.08
10,poisson,20,3.0,19,-10.5
70,squared_error,20,5.25,6,-13.22
80,poisson,6,7.75,9,-12.43
170,absolute_error,18,3.0,19,-0.58
140,absolute_error,8,2.5,2,-0.7
170,squared_error,3,4.0,4,-12.38
130,poisson,15,9.0,16,-12.56
70,poisson,14,2.75,11,-12.08
130,squared_error,11,6.75,13,-12.32
130,squared_error,14,9.0,16,-13.08
70,poisson,12,7.75,15,-12.9
160,poisson,14,5.5,11,-12.17
40,poisson,10,4.75,12,-12.5
10,absolute_error,9,2.75,14,0.0
120,poisson,5,5.5,1,-12.63
170,poisson,1,1.25,8,-13.08
110,poisson,13,3.5,9,-12.28
190,squared_error,9,8.5,18,-12.62
160,absolute_error,18,6.75,2,-0.61
170,absolute_error,1,1.25,6,-1.68
180,absolute_error,12,5.5,18,-0.55
200,poisson,4,7.5,9,-12.02
170,poisson,1,9.5,20,-12.3
90,poisson,18,0.0,19,-13.09
20,squared_error,11,9.5,9,-13.01
40,absolute_error,11,9.75,20,0.0
90,poisson,9,7.25,6,-11.94
150,absolute_error,14,7.5,15,-0.65
150,squared_error,15,4.5,20,-11.98
150,squared_error,7,3.5,18,-12.22
40,poisson,8,6.25,18,-12.17
130,squared_error,10,9.5,6,-12.09
30,poisson,3,0.75,13,-13.41
60,squared_error,20,4.25,7,-13.09
150,poisson,14,10.0,14,-12.66
160,absolute_error,3,2.0,5,-1.78
140,squared_error,19,7.0,18,-12.81
20,poisson,11,4.25,4,-12.63
140,poisson,15,8.0,2,-12.12
30,squared_error,4,9.25,10,-12.41
50,poisson,17,2.5,8,-12.24
100,absolute_error,18,0.25,1,0.0
110,poisson,16,1.25,5,-12.78
70,poisson,17,1.0,10,-12.76
110,absolute_error,15,2.0,10,0.0
80,squared_error,8,8.5,7,-12.47
10,poisson,4,2.5,5,-13.25
110,absolute_error,7,3.25,19,-2.52
40,squared_error,19,3.75,12,-12.24
50,absolute_error,14,10.0,17,0.0
100,absolute_error,9,3.25,10,0.0
110,poisson,13,7.75,18,-13.1
190,squared_error,7,9.0,15,-12.08
160,absolute_error,12,5.0,14,0.0
170,poisson,1,4.0,6,-12.91
180,squared_error,2,3.0,18,-12.6
100,absolute_error,3,5.25,11,-0.97
160,poisson,16,10.0,6,-12.4
160,poisson,17,2.0,1,-13.22
60,absolute_error,8,1.25,8,0.0
10,squared_error,16,3.75,7,-14.61
20,squared_error,6,2.5,20,-13.49
100,absolute_error,4,6.25,11,-0.97
110,absolute_error,19,0.75,14,-1.72
50,squared_error,7,4.25,3,-12.45
140,absolute_error,20,1.25,16,-1.37
200,absolute_error,16,9.75,12,-0.97
160,absolute_error,1,4.5,8,0.0
70,poisson,19,2.25,14,-12.83
150,squared_error,12,6.0,5,-12.52
80,absolute_error,3,8.25,20,0.0
110,absolute_error,2,1.25,13,-0.88
30,poisson,5,6.0,14,-13.01
110,squared_error,9,8.25,20,-12.59
130,poisson,1,8.25,15,-12.17
180,absolute_error,16,1.5,17,0.0
150,absolute_error,10,8.25,1,0.0
40,absolute_error,20,8.25,13,0.0
160,absolute_error,6,4.0,19,-1.2
20,poisson,3,6.0,17,-12.63
70,poisson,17,6.5,6,-12.87
130,absolute_error,12,2.5,9,0.0
10,poisson,10,10.0,3,-12.5
150,absolute_error,3,0.75,16,0.0
100,absolute_error,17,6.5,1,0.0
140,poisson,20,3.5,9,-12.44
150,squared_error,14,5.75,9,-12.77
160,squared_error,3,5.25,2,-12.5
30,poisson,13,0.75,17,-13.33
120,squared_error,3,5.5,10,-12.46
130,absolute_error,4,0.25,11,0.0
60,squared_error,7,4.75,14,-12.97
110,absolute_error,10,7.5,12,-0.88
130,poisson,12,7.0,9,-12.32
170,absolute_error,18,9.0,6,-1.14
160,squared_error,3,4.0,15,-12.5
130,absolute_error,15,0.25,13,0.0
60,squared_error,5,4.25,7,-13.25
60,absolute_error,18,2.25,2,0.0
30,poisson,6,6.0,11,-12.84
30,squared_error,19,7.75,1,-13.25
20,poisson,7,3.25,9,-12.24
60,absolute_error,13,6.75,10,0.0
110,absolute_error,1,3.0,8,-0.88
110,poisson,20,8.5,19,-12.21
80,absolute_error,7,1.0,9,-1.2
120,absolute_error,9,9.0,8,0.0
70,poisson,10,2.25,10,-12.76
20,poisson,14,1.25,11,-12.37
60,poisson,10,3.25,16,-12.41
200,squared_error,13,9.5,6,-12.58
160,absolute_error,2,6.75,2,-1.2
110,absolute_error,2,4.75,2,0.0
140,absolute_error,2,4.25,17,-0.7
70,squared_error,13,8.5,17,-11.97
80,poisson,10,8.25,20,-11.9
130,poisson,14,5.25,17,-12.64
190,squared_error,10,4.25,2,-12.22
140,squared_error,2,4.5,19,-13.18
190,poisson,4,1.25,20,-13.01
160,poisson,18,8.25,8,-12.65
130,absolute_error,6,2.25,19,-1.47
90,absolute_error,16,6.75,17,0.0
60,absolute_error,17,9.75,14,0.0
50,absolute_error,2,0.75,12,0.0
160,absolute_error,18,1.5,6,0.0
140,absolute_error,10,1.25,18,0.0
130,absolute_error,17,8.75,13,-0.75
50,poisson,4,7.0,14,-11.52
200,absolute_error,6,5.25,20,-0.49
140,poisson,6,1.5,12,-12.04
30,squared_error,14,3.25,20,-12.59
90,absolute_error,11,2.75,3,0.0
30,poisson,10,2.5,5,-12.15
70,squared_error,11,8.75,10,-12.16
160,absolute_error,8,6.25,19,-0.61
40,absolute_error,17,8.0,13,0.0
120,absolute_error,12,1.0,2,-0.81
20,squared_error,18,6.0,10,-11.4
170,squared_error,15,5.5,16,-12.25
120,absolute_error,7,2.75,5,0.0
10,squared_error,20,6.25,10,-11.97
40,squared_error,5,5.75,10,-13.31
100,absolute_error,4,5.0,12,0.0
30,poisson,4,0.5,18,-12.32
150,poisson,15,9.75,20,-13.06
50,squared_error,1,4.25,19,-12.4
40,absolute_error,9,3.5,13,0.0
140,absolute_error,14,2.75,18,-0.7
50,poisson,12,6.0,8,-12.13
100,absolute_error,16,7.75,10,0.0
100,absolute_error,15,2.75,10,0.0
150,poisson,8,6.0,3,-12.6
70,poisson,20,6.25,1,-13.04
30,poisson,2,3.0,8,-11.69
80,squared_error,8,1.25,19,-13.46
60,squared_error,15,8.75,10,-12.19
60,squared_error,1,2.5,3,-12.46
150,poisson,12,9.75,16,-12.71
60,squared_error,16,6.75,16,-12.01
150,poisson,10,1.0,12,-12.96
180,poisson,4,1.0,5,-12.3
90,absolute_error,7,6.0,4,0.0
170,poisson,7,1.75,14,-12.62
20,poisson,1,6.25,15,-13.13
60,absolute_error,13,0.5,6,0.0
160,squared_error,5,3.5,11,-11.83
120,poisson,19,4.25,3,-12.21
60,squared_error,2,7.75,5,-11.64
60,poisson,11,10.0,19,-12.24
170,absolute_error,16,5.5,12,0.0
80,poisson,7,9.75,2,-12.53
70,absolute_error,19,0.75,15,0.0
160,absolute_error,4,3.25,15,0.0
190,poisson,11,3.5,14,-12.33
40,poisson,16,8.5,17,-12.88
140,poisson,7,4.75,4,-11.77
130,poisson,6,3.5,11,-12.8
30,squared_error,14,6.0,8,-12.41
30,squared_error,18,6.75,20,-12.93
130,poisson,4,6.75,6,-13.22
130,absolute_error,10,6.25,9,-1.47
160,absolute_error,13,4.25,18,0.0
60,absolute_error,6,1.5,4,0.0
140,poisson,9,1.5,16,-12.43
40,poisson,18,9.75,11,-12.37
100,poisson,5,0.25,20,-12.47
30,absolute_error,9,8.0,19,-3.03
130,squared_error,1,8.25,7,-11.82
120,absolute_error,13,0.25,9,0.0
200,absolute_error,11,7.5,1,0.0
180,poisson,9,9.75,14,-12.94
40,absolute_error,10,2.25,6,0.0
130,squared_error,16,9.25,8,-12.13
180,squared_error,5,5.75,2,-12.76
20,poisson,16,5.0,2,-12.5
160,poisson,9,2.25,19,-12.24
130,absolute_error,6,5.5,3,0.0
120,absolute_error,2,2.75,9,0.0
40,squared_error,2,1.5,4,-13.25
80,poisson,9,9.75,5,-12.88
130,poisson,14,3.25,5,-13.07
80,absolute_error,18,0.25,15,0.0
140,absolute_error,15,3.75,15,-0.7
160,poisson,9,8.25,10,-12.69
60,squared_error,19,9.25,18,-12.8
50,poisson,5,5.25,6,-12.24
120,absolute_error,5,8.0,17,-0.81
10,poisson,11,3.75,6,-12.24
60,absolute_error,19,4.0,18,0.0
110,squared_error,7,5.25,18,-12.5
100,squared_error,18,5.5,1,-12.53
90,squared_error,2,3.0,17,-11.97
170,poisson,2,4.5,15,-12.82
30,absolute_error,10,4.75,18,0.0
180,poisson,19,2.5,16,-11.97
80,absolute_error,14,5.75,18,0.0
190,absolute_error,7,0.0,10,-0.52
200,poisson,5,4.25,20,-12.71
120,absolute_error,6,6.75,6,0.0
130,squared_error,13,3.0,16,-12.26
120,absolute_error,20,3.75,13,-1.59
150,poisson,6,6.75,15,-12.18
190,squared_error,13,1.25,10,-12.98
180,absolute_error,11,3.5,19,-0.55
100,absolute_error,13,6.25,13,0.0
100,squared_error,7,5.25,13,-12.34
90,poisson,1,8.0,2,-12.56
150,poisson,12,4.5,12,-13.12
160,squared_error,13,6.25,17,-12.02
30,poisson,19,6.25,7,-12.06
70,squared_error,16,2.75,19,-12.0
30,absolute_error,2,5.75,20,0.0
70,absolute_error,3,1.25,12,0.0
160,absolute_error,11,4.5,19,0.0
10,poisson,18,5.0,20,-11.4
40,squared_error,19,3.0,13,-12.03
140,absolute_error,7,7.25,17,0.0
190,poisson,9,8.5,7,-12.72
110,poisson,2,4.5,17,-12.28
170,poisson,6,1.75,7,-12.86
200,poisson,14,8.25,4,-12.68
160,poisson,18,7.5,9,-11.98
200,squared_error,14,1.0,9,-12.64
20,absolute_error,6,0.0,8,-2.22
50,absolute_error,15,10.0,11,0.0
20,squared_error,3,9.5,9,-11.4
200,squared_error,19,3.5,6,-12.67
50,squared_error,7,1.25,14,-12.6
130,poisson,1,4.0,2,-12.32
50,absolute_error,12,4.5,6,0.0
190,squared_error,4,7.75,4,-12.04
130,absolute_error,15,8.75,15,-0.75
70,absolute_error,5,10.0,10,-1.37
130,poisson,7,0.0,12,-12.62
20,absolute_error,2,6.0,5,0.0
20,poisson,8,0.75,11,-13.25
90,absolute_error,14,6.0,16,-1.08
120,absolute_error,6,9.25,8,-0.81
70,poisson,13,6.25,5,-12.0
170,squared_error,15,0.5,12,-12.91
90,squared_error,17,8.75,10,-12.9
20,absolute_error,9,4.25,10,0.0
10,absolute_error,5,8.75,6,0.0
30,poisson,12,6.25,1,-12.93
90,poisson,13,5.75,9,-12.0
20,squared_error,7,1.0,12,-12.37
200,absolute_error,4,9.0,9,0.0
20,absolute_error,13,7.0,5,0.0
10,squared_error,17,3.0,13,-11.11
160,poisson,4,5.25,14,-12.19
160,poisson,19,7.25,1,-12.91
170,squared_error,7,3.75,3,-12.41
40,absolute_error,15,4.25,12,0.0
200,poisson,15,9.5,9,-12.77
140,squared_error,3,0.25,9,-12.33
80,squared_error,13,2.0,7,-13.04
40,absolute_error,10,9.75,3,-2.33
130,squared_error,18,6.5,2,-12.24
60,squared_error,13,0.75,16,-11.64
120,absolute_error,9,5.75,1,-0.81
160,squared_error,1,9.0,19,-12.53
90,squared_error,16,1.75,2,-12.32
30,absolute_error,20,6.75,6,0.0
100,poisson,13,4.5,17,-13.23
180,poisson,3,5.75,8,-13.16
100,absolute_error,4,4.75,14,0.0
90,absolute_error,10,2.75,3,0.0
110,poisson,3,2.0,18,-12.48
150,poisson,19,0.75,16,-13.11
70,squared_error,9,0.25,10,-12.5
50,absolute_error,13,5.75,7,0.0
50,absolute_error,13,9.25,6,0.0
10,poisson,18,7.25,14,-10.19
140,absolute_error,6,3.0,16,-0.7
70,absolute_error,9,3.25,12,-1.37
180,squared_error,6,0.25,20,-12.88
150,absolute_error,18,2.5,4,-0.65
30,poisson,8,7.75,11,-13.33
150,absolute_error,14,3.0,9,0.0
50,poisson,1,8.25,11,-13.01
100,absolute_error,5,1.75,13,0.0
150,poisson,14,6.25,11,-12.52
10,poisson,10,0.5,13,-11.69
50,absolute_error,16,7.0,16,-1.89
120,poisson,4,6.75,2,-12.76
130,poisson,12,9.75,17,-12.24
10,poisson,20,1.25,10,-12.24
180,absolute_error,2,5.75,17,0.0
110,absolute_error,13,2.0,19,0.0
120,poisson,3,3.25,11,-12.69
140,squared_error,2,4.75,3,-12.08
120,poisson,8,8.25,3,-12.01
190,poisson,9,1.75,3,-12.76
170,poisson,17,7.25,4,-12.25
60,poisson,10,2.25,7,-12.93
180,absolute_error,4,2.0,13,-1.08
140,squared_error,10,8.75,13,-12.56
200,absolute_error,7,9.5,9,-1.44
180,absolute_error,19,8.5,14,-1.08
20,squared_error,17,3.5,18,-11.26
60,poisson,10,6.25,1,-11.92
10,absolute_error,13,7.25,1,-7.69
200,squared_error,12,7.75,15,-12.72
40,absolute_error,19,9.25,7,0.0
170,poisson,3,2.75,3,-13.01
100,squared_error,18,9.5,4,-12.24
80,squared_error,15,4.0,19,-12.79
110,squared_error,13,2.25,11,-12.4
30,absolute_error,13,4.0,17,0.0
90,squared_error,19,9.75,7,-12.15
120,squared_error,2,9.75,13,-12.99
120,absolute_error,6,0.25,6,-1.59
90,absolute_error,12,5.75,20,0.0
130,absolute_error,15,7.5,11,0.0
130,absolute_error,2,7.0,11,0.0
140,squared_error,1,5.75,9,-12.67
170,squared_error,1,2.5,1,-12.41
20,poisson,19,1.25,2,-10.96
40,poisson,19,0.75,2,-12.3
30,absolute_error,12,9.75,2,0.0
150,absolute_error,18,5.75,13,-0.65
10,poisson,5,0.25,19,-12.5
70,absolute_error,6,2.25,3,0.0
160,poisson,19,9.0,2,-12.55
160,squared_error,5,4.25,14,-12.42
140,poisson,8,0.0,12,-12.59
180,absolute_error,13,2.75,16,-1.08
110,poisson,2,4.25,3,-12.33
10,squared_error,4,9.5,11,-13.01
60,absolute_error,9,5.25,11,0.0
50,squared_error,7,1.5,12,-11.52
170,poisson,3,4.75,10,-12.79
30,poisson,19,5.75,3,-13.8
180,squared_error,16,8.75,12,-12.99
40,squared_error,7,4.5,16,-11.69
200,poisson,6,8.0,11,-12.16
200,squared_error,20,0.75,6,-12.9
100,poisson,14,0.75,6,-12.83
60,poisson,7,4.25,6,-12.8
110,absolute_error,2,1.75,20,0.0
190,squared_error,16,8.0,14,-12.5
180,absolute_error,18,10.0,15,0.0
30,poisson,5,2.0,1,-12.76
20,squared_error,10,4.5,9,-13.13
40,poisson,7,9.0,2,-12.5
150,poisson,19,1.0,1,-13.37
80,squared_error,3,0.5,16,-13.46
120,poisson,13,1.0,11,-12.17
80,squared_error,2,0.25,1,-13.07
200,absolute_error,18,2.75,9,-0.49
110,absolute_error,10,6.75,7,0.0
150,squared_error,8,6.25,3,-12.27
90,poisson,3,4.25,13,-11.9
160,poisson,2,0.75,14,-12.66
60,squared_error,18,0.5,8,-12.84
130,squared_error,11,7.75,19,-12.38
100,squared_error,15,8.0,11,-11.72
40,absolute_error,2,4.75,10,0.0
80,absolute_error,8,3.5,6,-2.33
80,poisson,20,7.75,12,-12.43
50,squared_error,20,7.75,18,-12.45
90,squared_error,3,7.25,18,-11.9
30,poisson,14,5.25,7,-12.06
150,poisson,18,8.25,13,-12.31
70,absolute_error,10,6.25,5,-1.37
70,squared_error,10,7.75,18,-12.97
130,absolute_error,4,9.25,16,0.0
20,poisson,16,6.0,2,-13.01
120,poisson,6,7.75,12,-13.13
130,squared_error,7,8.0,15,-12.89
100,squared_error,13,6.5,7,-12.24
110,poisson,18,1.75,18,-12.14
80,poisson,1,2.75,17,-12.73
190,poisson,5,0.5,7,-12.33
180,absolute_error,11,4.0,3,-0.55
140,absolute_error,11,3.0,13,-0.7
40,squared_error,20,0.0,16,-13.49
120,squared_error,16,8.5,5,-12.63
20,poisson,15,8.25,13,-13.95
60,squared_error,7,5.0,7,-12.1
80,absolute_error,2,3.75,5,-1.2
180,squared_error,13,3.5,6,-12.69
70,squared_error,3,0.75,2,-13.18
90,poisson,7,0.25,11,-13.17
150,squared_error,5,7.5,18,-12.66
190,absolute_error,8,2.5,10,0.0
30,poisson,12,8.0,6,-12.76
30,poisson,17,1.5,7,-11.59
30,absolute_error,1,0.5,6,-3.03
110,poisson,18,2.75,15,-12.76
70,squared_error,15,0.25,17,-12.87
130,absolute_error,5,2.25,18,0.0
70,squared_error,8,4.75,14,-12.46
160,squared_error,14,5.75,9,-12.15
60,squared_error,19,6.75,16,-12.5
70,squared_error,2,8.75,16,-12.39
20,poisson,8,2.25,18,-11.97
120,absolute_error,16,8.25,13,-1.59
60,absolute_error,6,2.5,12,0.0
170,squared_error,18,8.75,4,-12.41
180,poisson,5,8.25,2,-12.77
80,absolute_error,3,5.0,14,0.0
150,poisson,19,0.5,12,-13.14
10,squared_error,20,8.25,4,-13.01
150,squared_error,8,6.5,11,-12.5
90,absolute_error,20,3.75,17,0.0
30,absolute_error,15,7.5,10,0.0
130,squared_error,11,6.5,20,-12.64
10,absolute_error,6,3.0,9,0.0
170,absolute_error,10,1.5,6,0.0
40,squared_error,3,7.5,16,-11.76
100,squared_error,5,7.5,20,-12.02
90,absolute_error,16,8.75,5,-2.08
190,absolute_error,10,7.75,8,-0.52
10,poisson,6,1.0,14,-12.5
110,squared_error,3,4.25,20,-12.78
140,absolute_error,15,1.5,7,-0.7
90,squared_error,20,3.25,1,-12.59
130,poisson,4,6.0,17,-12.72
10,absolute_error,18,1.25,8,0.0
60,absolute_error,8,4.0,1,0.0
40,squared_error,3,6.0,11,-12.24
120,squared_error,1,1.25,8,-12.03
30,squared_error,15,5.5,15,-11.69
30,absolute_error,2,9.5,14,0.0
20,poisson,19,1.5,15,-13.25
90,poisson,7,0.75,3,-12.47
190,absolute_error,13,7.25,10,-0.52
10,squared_error,9,2.75,13,-11.97
50,absolute_error,20,10.0,7,-1.89
180,absolute_error,10,8.75,12,0.0
120,absolute_error,1,9.0,6,0.0
70,squared_error,17,0.5,14,-12.9
70,absolute_error,6,1.25,5,0.0
110,squared_error,17,4.25,15,-13.21
200,absolute_error,6,5.75,16,-0.97
150,squared_error,19,8.0,2,-12.89
200,squared_error,19,4.25,20,-12.58
110,poisson,1,8.25,15,-12.48
10,squared_error,2,1.0,10,-14.18
180,absolute_error,3,4.5,1,-1.08
80,absolute_error,13,8.0,7,0.0
150,absolute_error,3,9.5,20,-0.65
130,poisson,15,2.5,7,-12.4
40,poisson,8,1.5,8,-13.67
100,squared_error,18,10.0,16,-12.58
130,squared_error,20,8.75,15,-12.58
60,poisson,14,3.75,3,-12.84
100,poisson,16,4.25,15,-12.6
120,squared_error,11,4.25,14,-12.52
10,squared_error,9,1.5,3,-10.81
80,squared_error,2,3.0,8,-12.88
190,poisson,18,0.75,17,-12.92
120,squared_error,3,9.0,20,-12.65
80,poisson,12,1.75,20,-12.47
70,poisson,13,0.25,1,-11.93
30,poisson,3,6.5,3,-12.59
120,squared_error,1,7.5,9,-12.39
200,absolute_error,18,4.25,15,0.0
150,squared_error,19,6.25,16,-11.65
150,squared_error,2,0.75,15,-12.53
150,squared_error,17,3.25,11,-11.98
30,poisson,16,9.5,15,-11.87
180,poisson,2,2.0,12,-12.66
170,absolute_error,7,7.5,17,0.0
80,poisson,14,9.5,16,-12.53
140,poisson,13,8.0,20,-12.08
180,absolute_error,12,6.75,20,0.0
30,poisson,12,4.5,10,-13.01
70,absolute_error,4,9.0,7,0.0
160,squared_error,13,7.5,3,-12.88
130,squared_error,18,2.25,7,-11.99
80,poisson,11,9.25,17,-11.58
110,squared_error,12,9.25,10,-12.19
10,absolute_error,11,9.25,12,0.0
190,absolute_error,13,9.75,2,0.0
40,absolute_error,2,6.75,19,0.0
120,poisson,3,0.5,2,-12.5
170,absolute_error,15,7.5,18,-0.58
190,absolute_error,15,2.5,19,-0.52
20,absolute_error,3,2.25,20,0.0
60,absolute_error,6,4.25,9,0.0
10,poisson,6,5.25,8,-11.69
100,absolute_error,17,6.75,10,0.0
160,poisson,11,7.75,17,-12.55
180,poisson,13,8.25,2,-12.59
60,absolute_error,5,5.0,18,0.0
170,absolute_error,15,3.5,14,0.0
60,squared_error,20,7.5,5,-13.17
190,absolute_error,12,2.25,14,-1.02
90,poisson,19,3.0,4,-12.64
100,poisson,14,4.0,7,-12.58
110,absolute_error,16,0.25,7,0.0
120,absolute_error,9,8.5,1,-1.59
110,absolute_error,13,5.25,11,-0.88
30,absolute_error,16,1.0,4,-3.03
190,squared_error,10,0.5,6,-12.11
100,squared_error,2,0.0,6,-16.18
110,poisson,7,3.25,19,-12.21
150,absolute_error,15,0.5,13,-0.65
120,absolute_error,8,1.5,10,0.0
90,poisson,18,5.25,5,-12.09
100,poisson,7,3.25,11,-12.18
200,absolute_error,18,1.75,13,-0.49
140,absolute_error,17,2.25,17,-1.37
200,poisson,6,4.0,4,-12.82
160,squared_error,17,5.75,12,-12.39
170,absolute_error,10,7.25,18,0.0
200,poisson,8,9.0,3,-12.01
190,absolute_error,18,3.75,20,-0.52
150,poisson,8,6.75,4,-13.16
90,poisson,13,1.25,11,-12.32
150,absolute_error,4,10.0,17,0.0
160,poisson,12,6.5,3,-12.48
190,absolute_error,14,9.5,18,0.0
140,poisson,13,5.25,17,-12.67
150,absolute_error,6,7.25,20,-0.65
170,absolute_error,14,8.0,9,0.0
190,absolute_error,20,1.75,9,-0.52
160,absolute_error,18,0.5,15,-1.2
140,squared_error,10,1.5,13,-12.33
120,poisson,9,2.5,4,-12.84
150,poisson,13,1.25,12,-12.2
60,squared_error,10,0.75,13,-13.33
190,absolute_error,19,8.75,1,0.0
120,squared_error,4,10.0,6,-13.35
190,absolute_error,12,6.0,9,0.0
40,poisson,18,1.5,2,-11.55
70,poisson,12,4.5,4,-12.31
90,squared_error,13,0.5,6,-13.28
20,squared_error,13,0.25,20,-13.25
60,absolute_error,19,1.75,1,0.0
100,absolute_error,4,9.5,14,-0.97
110,poisson,20,6.75,4,-13.08
30,poisson,3,8.25,20,-11.31
40,squared_error,12,2.0,5,-11.48
40,poisson,8,9.0,20,-13.43
70,absolute_error,19,2.0,20,0.0
10,squared_error,18,6.75,7,-13.95
180,absolute_error,8,3.5,5,0.0
150,squared_error,1,8.25,16,-13.17
130,poisson,2,10.0,12,-12.4
180,absolute_error,4,5.0,3,-0.55
10,squared_error,14,9.25,3,-11.4
110,absolute_error,14,8.0,8,0.0
50,squared_error,6,9.25,5,-12.71
200,absolute_error,17,7.0,5,-0.49
170,absolute_error,20,2.75,14,-1.14
70,poisson,4,0.75,1,-12.08
20,absolute_error,10,3.75,7,0.0
40,absolute_error,9,0.5,12,0.0
60,poisson,18,5.5,10,-12.06
100,poisson,12,8.75,3,-12.45
70,squared_error,17,4.5,3,-12.0
160,squared_error,11,8.25,7,-12.98
50,poisson,13,0.5,10,-12.66
120,squared_error,16,5.0,3,-12.82
70,squared_error,9,7.5,6,-12.94
200,poisson,12,0.0,14,-12.17
170,absolute_error,3,5.0,9,-1.14
30,poisson,19,1.0,2,-12.67
190,squared_error,2,4.5,6,-12.55
120,absolute_error,11,4.25,10,0.0
120,poisson,8,5.75,8,-12.12
90,squared_error,16,9.75,14,-13.04
150,poisson,18,7.0,6,-12.93
190,poisson,20,8.25,3,-12.69
160,squared_error,15,9.75,13,-12.53
30,absolute_error,16,7.75,12,0.0
100,poisson,11,0.0,9,-12.26
70,poisson,10,8.0,14,-13.39
90,poisson,18,1.25,13,-12.53
160,squared_error,20,1.0,20,-12.12
110,poisson,16,5.0,1,-12.38
80,poisson,17,6.75,20,-12.4
120,squared_error,1,1.25,20,-12.43
90,squared_error,15,0.75,10,-11.63
180,absolute_error,18,6.25,11,0.0
170,poisson,8,8.75,13,-12.8
10,squared_error,8,5.5,11,-11.4
130,squared_error,9,4.0,11,-13.07
40,poisson,7,6.25,20,-14.18
140,poisson,4,7.0,17,-12.24
60,squared_error,10,0.0,10,-12.46
130,absolute_error,13,4.5,18,-0.75
200,squared_error,4,1.0,12,-12.55
100,squared_error,17,4.0,3,-12.37
80,absolute_error,6,6.0,7,0.0
80,poisson,5,7.75,6,-11.97
130,absolute_error,20,0.25,16,0.0
20,absolute_error,5,0.0,17,0.0
110,poisson,2,9.25,14,-12.71
160,squared_error,11,1.5,14,-13.21
120,poisson,12,7.75,10,-12.5
140,poisson,5,1.5,13,-12.61
40,absolute_error,4,6.0,18,0.0
120,poisson,9,0.5,9,-12.48
180,poisson,20,6.5,1,-12.5
60,poisson,9,6.0,5,-12.88
120,absolute_error,17,0.25,14,0.0
70,absolute_error,7,7.0,18,-1.37
